sample_id,filename,direction,ssim,psnr,mse,mae,rmse
mri_063,chaos_mri_IMG-0040-00022_slice_000,MRI->CT->MRI,0.9489531876707077,31.795272668497482,0.000661413009866117,0.013095824047923088,0.025717951121077217
mri_064,chaos_mri_IMG-0028-00014_slice_000,MRI->CT->MRI,0.9520056373634338,32.452903560711185,0.0005684727401956924,0.012888572178781033,0.02384266638183935
mri_065,chaos_mri_IMG-0009-00011_slice_000,MRI->CT->MRI,0.9359922996058464,31.030747814450407,0.0007887242949836002,0.012446773238480091,0.0280842357023224
mri_066,chaos_mri_IMG-0028-00036_slice_000,MRI->CT->MRI,0.9555463892321586,32.233305275375194,0.0005979563365389834,0.013057106174528599,0.024453145739126967
mri_067,chaos_mri_IMG-0027-00027_slice_000,MRI->CT->MRI,0.9279931336714029,26.79558415761207,0.0020914215767950032,0.01980907842516899,0.04573206289677958
mri_068,chaos_mri_IMG-0012-00060_slice_000,MRI->CT->MRI,0.9563013111953735,33.16043189071412,0.0004830107659153642,0.009620086289942265,0.021977505907526545
mri_069,chaos_mri_IMG-0017-00051_slice_000,MRI->CT->MRI,0.8900427396886795,28.260539831159836,0.0014926088656937125,0.019638994708657265,0.03863429649539011
mri_070,chaos_mri_IMG-0002-00005_slice_000,MRI->CT->MRI,0.9417778809604644,30.227019532196703,0.000949069565489693,0.014987439848482609,0.030806972676484995
mri_071,chaos_mri_InPhase_slice_007,MRI->CT->MRI,0.9318983651447296,30.442341483852694,0.0009031624055100768,0.017598317936062813,0.030052660539627383
mri_072,chaos_mri_IMG-0010-00014_slice_000,MRI->CT->MRI,0.9528330831284523,30.809924261670183,0.000829865239735875,0.01667756587266922,0.028807381688308206
mri_073,chaos_mri_IMG-0058-00038_slice_000,MRI->CT->MRI,0.9536697911314852,32.448920089032896,0.0005689943986559928,0.010723980143666267,0.023853603473186033
mri_074,chaos_mri_IMG-0016-00026_slice_000,MRI->CT->MRI,0.9560903254287243,32.10223452121242,0.0006162778345292749,0.011540990322828293,0.02482494379710204
mri_075,chaos_mri_IMG-0009-00014_slice_000,MRI->CT->MRI,0.9396131849532128,31.886909805911902,0.0006476032497212649,0.01158671360462904,0.025448050018051775
mri_076,chaos_mri_IMG-0040-00058_slice_000,MRI->CT->MRI,0.9327348884568214,29.680300096843418,0.0010763908326129812,0.017904149368405342,0.0328083957640873
mri_077,chaos_mri_IMG-0029-00022_slice_000,MRI->CT->MRI,0.8822047957110405,31.142325136404658,0.0007687187715628601,0.015601139515638351,0.027725778105634116
mri_078,chaos_mri_IMG-0017-00063_slice_000,MRI->CT->MRI,0.9114935041146278,28.800047693164828,0.001318242261860681,0.017400385811924934,0.03630760611580831
mri_079,chaos_mri_IMG-0064-00022_slice_000,MRI->CT->MRI,0.9589299207949639,32.238842563491794,0.0005971944234270349,0.012969160452485085,0.02443756173244448
